id,dateSubmitted,employeeId,employeeName,problem,category,department,proposedSolution,status,implementationDate,createDate,createUserId,modifyDate,modifyUserId,deleted,deleteUserId,deleteDate
527,2020-04-06 00:00:00,1668,David Wilson,Printer not connecting to the network,1,QA,Monitor workloads and encourage regular breaks and time-off,5,NULL,2020-04-06 00:00:00,4,NULL,NULL,NULL,NULL,NULL
528,2020-04-06 00:00:00,1290,Emily Johnson,Employee absence without notice,4,HR,Check permissions on the shared folder and ensure everyone has the correct access,3,2022-7-9 00:00:00,2020-04-06 00:00:00,2,NULL,NULL,NULL,NULL,NULL
529,2020-04-06 00:00:00,1917,John Smith,Manual data entry errors,5,Engineering,Implement an email template for quick replies,3,2021-3-7 00:00:00,2020-04-06 00:00:00,6,NULL,NULL,NULL,NULL,NULL
530,2020-04-06 00:00:00,1668,David Wilson,Team communication is unclear,4,QA,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-04-06 00:00:00,4,NULL,NULL,NULL,NULL,NULL
531,2020-04-07 00:00:00,1917,John Smith,Team communication is unclear,1,Engineering,Restart the system and check network settings,3,2022-5-3 00:00:00,2020-04-07 00:00:00,6,NULL,NULL,NULL,NULL,NULL
532,2020-04-07 00:00:00,1961,Michael Brown,Team communication is unclear,1,Design,Request additional resources from the project manager and adjust the timeline,3,2022-12-2 00:00:00,2020-04-07 00:00:00,7,NULL,NULL,NULL,NULL,NULL
533,2020-04-07 00:00:00,1538,James Harris,Printer not connecting to the network,4,QA,Implement an email template for quick replies,2,NULL,2020-04-07 00:00:00,3,NULL,NULL,NULL,NULL,NULL
534,2020-04-07 00:00:00,1284,Sarah Davis,Lack of collaboration on shared projects,4,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,4,NULL,2020-04-07 00:00:00,1,NULL,NULL,NULL,NULL,NULL
535,2020-04-07 00:00:00,1668,David Wilson,Manual data entry errors,2,HR,Implement an email template for quick replies,4,NULL,2020-04-07 00:00:00,4,NULL,NULL,NULL,NULL,NULL
536,2020-04-07 00:00:00,1874,Jessica Lee,Emails not syncing across devices,2,QA,Automate data entry using a workflow management tool,2,NULL,2020-04-07 00:00:00,5,NULL,NULL,NULL,NULL,NULL
537,2020-04-07 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,3,Finance,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2020-04-07 00:00:00,2,NULL,NULL,NULL,NULL,NULL
538,2020-04-07 00:00:00,1668,David Wilson,Cannot log into company CRM system,1,Engineering,Assign more staff to handle customer service during peak hours,3,2023-1-22 00:00:00,2020-04-07 00:00:00,4,NULL,NULL,NULL,NULL,NULL
539,2020-04-08 00:00:00,1290,Emily Johnson,Confusion with new company software,1,Operations,Check backup and retrieve from last sync,4,NULL,2020-04-08 00:00:00,2,NULL,NULL,NULL,NULL,NULL
540,2020-04-08 00:00:00,1961,Michael Brown,Lack of collaboration on shared projects,3,Engineering,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2020-04-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
541,2020-04-08 00:00:00,1917,John Smith,Confusion with new company software,2,Engineering,Monitor workloads and encourage regular breaks and time-off,4,NULL,2020-04-08 00:00:00,6,NULL,NULL,NULL,NULL,NULL
542,2020-04-08 00:00:00,1961,Michael Brown,Customer service queries piling up,1,Engineering,Request additional resources from the project manager and adjust the timeline,3,2023-7-7 00:00:00,2020-04-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
543,2020-04-08 00:00:00,1538,James Harris,Team communication is unclear,3,Finance,Reconfigure email settings and ensure synchronization is enabled,2,NULL,2020-04-08 00:00:00,3,NULL,NULL,NULL,NULL,NULL
544,2020-04-09 00:00:00,1538,James Harris,Unable to access shared company drive,5,Finance,Clear cache and run a disk cleanup utility,5,NULL,2020-04-09 00:00:00,3,NULL,NULL,NULL,NULL,NULL
545,2020-04-09 00:00:00,1917,John Smith,Difficulty accessing shared files,4,Operations,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2020-04-09 00:00:00,6,NULL,NULL,NULL,NULL,NULL
546,2020-04-09 00:00:00,1961,Michael Brown,Lack of collaboration on shared projects,2,QA,Restart printer and check network settings,4,NULL,2020-04-09 00:00:00,7,NULL,NULL,NULL,NULL,NULL
547,2020-04-09 00:00:00,1284,Sarah Davis,Slow response times for customer emails,1,QA,Restart the system and check network settings,1,NULL,2020-04-09 00:00:00,1,NULL,NULL,NULL,NULL,NULL
548,2020-04-09 00:00:00,1917,John Smith,Manual data entry errors,2,HR,Check backup and retrieve from last sync,5,NULL,2020-04-09 00:00:00,6,NULL,NULL,NULL,NULL,NULL
549,2020-04-09 00:00:00,1961,Michael Brown,Lack of collaboration on shared projects,1,Operations,Monitor workloads and encourage regular breaks and time-off,3,2023-10-15 00:00:00,2020-04-09 00:00:00,7,NULL,NULL,NULL,NULL,NULL
550,2020-04-10 00:00:00,1668,David Wilson,Team communication is unclear,4,Finance,Clear cache and run a disk cleanup utility,3,2021-8-9 00:00:00,2020-04-10 00:00:00,4,NULL,NULL,NULL,NULL,NULL
551,2020-04-10 00:00:00,1961,Michael Brown,Emails not syncing across devices,1,HR,Restart printer and check network settings,3,2024-7-20 00:00:00,2020-04-10 00:00:00,7,NULL,NULL,NULL,NULL,NULL
552,2020-04-10 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,4,Operations,Implement a clear communication plan using project management tools,2,NULL,2020-04-10 00:00:00,2,NULL,NULL,NULL,NULL,NULL
553,2020-04-10 00:00:00,1284,Sarah Davis,Manual data entry errors,4,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,3,2024-11-1 00:00:00,2020-04-10 00:00:00,1,NULL,NULL,NULL,NULL,NULL
554,2020-04-10 00:00:00,1290,Emily Johnson,Unable to access shared company drive,1,Engineering,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2020-04-10 00:00:00,2,NULL,NULL,NULL,NULL,NULL
555,2020-04-11 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,5,Engineering,Automate data entry using a workflow management tool,2,NULL,2020-04-11 00:00:00,2,NULL,NULL,NULL,NULL,NULL
556,2020-04-11 00:00:00,1874,Jessica Lee,Team communication is unclear,2,QA,Restart the system and check network settings,3,2022-10-27 00:00:00,2020-04-11 00:00:00,5,NULL,NULL,NULL,NULL,NULL
557,2020-04-11 00:00:00,1961,Michael Brown,Computer running slow,5,Operations,Automate data entry using a workflow management tool,4,NULL,2020-04-11 00:00:00,7,NULL,NULL,NULL,NULL,NULL
558,2020-04-12 00:00:00,1874,Jessica Lee,Team communication is unclear,2,Operations,Automate data entry using a workflow management tool,1,NULL,2020-04-12 00:00:00,5,NULL,NULL,NULL,NULL,NULL
559,2020-04-12 00:00:00,1284,Sarah Davis,Team communication is unclear,3,QA,Check backup and retrieve from last sync,2,NULL,2020-04-12 00:00:00,1,NULL,NULL,NULL,NULL,NULL
560,2020-04-12 00:00:00,1961,Michael Brown,Team communication is unclear,1,Design,Implement an email template for quick replies,4,NULL,2020-04-12 00:00:00,7,NULL,NULL,NULL,NULL,NULL
561,2020-04-12 00:00:00,1917,John Smith,Slow response times for customer emails,2,Operations,Implement a clear communication plan using project management tools,3,2021-11-17 00:00:00,2020-04-12 00:00:00,6,NULL,NULL,NULL,NULL,NULL
562,2020-04-12 00:00:00,1961,Michael Brown,Customer service queries piling up,2,Engineering,Assign more staff to handle customer service during peak hours,1,NULL,2020-04-12 00:00:00,7,NULL,NULL,NULL,NULL,NULL
563,2020-04-12 00:00:00,1917,John Smith,Employee absence without notice,3,HR,Schedule a training session for all employees,1,NULL,2020-04-12 00:00:00,6,NULL,NULL,NULL,NULL,NULL
564,2020-04-12 00:00:00,1874,Jessica Lee,Confusion with new company software,3,Engineering,Reset the password and check internet connectivity,3,2024-7-14 00:00:00,2020-04-12 00:00:00,5,NULL,NULL,NULL,NULL,NULL
565,2020-04-12 00:00:00,1668,David Wilson,Missing important files from project folder,1,HR,Set up a reminder system for employees to notify HR of absences in advance,3,2023-5-11 00:00:00,2020-04-12 00:00:00,4,NULL,NULL,NULL,NULL,NULL
566,2020-04-13 00:00:00,1538,James Harris,Slow response times for customer emails,2,Design,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2020-04-13 00:00:00,3,NULL,NULL,NULL,NULL,NULL
567,2020-04-13 00:00:00,1538,James Harris,Lack of collaboration on shared projects,5,Operations,Monitor workloads and encourage regular breaks and time-off,4,NULL,2020-04-13 00:00:00,3,NULL,NULL,NULL,NULL,NULL
568,2020-04-13 00:00:00,1917,John Smith,Difficulty accessing shared files,1,Operations,Check permissions on the shared folder and ensure everyone has the correct access,3,2021-4-2 00:00:00,2020-04-13 00:00:00,6,NULL,NULL,NULL,NULL,NULL
569,2020-04-13 00:00:00,1668,David Wilson,Emails not syncing across devices,3,Finance,Set up a reminder system for employees to notify HR of absences in advance,2,NULL,2020-04-13 00:00:00,4,NULL,NULL,NULL,NULL,NULL
570,2020-04-13 00:00:00,1538,James Harris,Unable to access shared company drive,5,Design,Clear cache and run a disk cleanup utility,1,NULL,2020-04-13 00:00:00,3,NULL,NULL,NULL,NULL,NULL
571,2020-04-13 00:00:00,1917,John Smith,Difficulty accessing shared files,3,Engineering,Implement a clear communication plan using project management tools,5,NULL,2020-04-13 00:00:00,6,NULL,NULL,NULL,NULL,NULL
572,2020-04-14 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,1,QA,Clear cache and run a disk cleanup utility,5,NULL,2020-04-14 00:00:00,2,NULL,NULL,NULL,NULL,NULL
573,2020-04-14 00:00:00,1668,David Wilson,Missing important files from project folder,2,Operations,Schedule a training session for all employees,3,2023-5-24 00:00:00,2020-04-14 00:00:00,4,NULL,NULL,NULL,NULL,NULL
574,2020-04-14 00:00:00,1874,Jessica Lee,Slow response times for customer emails,1,Finance,Request additional resources from the project manager and adjust the timeline,5,NULL,2020-04-14 00:00:00,5,NULL,NULL,NULL,NULL,NULL
575,2020-04-15 00:00:00,1284,Sarah Davis,Customer service queries piling up,2,HR,Monitor workloads and encourage regular breaks and time-off,3,2024-6-19 00:00:00,2020-04-15 00:00:00,1,NULL,NULL,NULL,NULL,NULL
576,2020-04-15 00:00:00,1668,David Wilson,Customer service queries piling up,5,Operations,Monitor workloads and encourage regular breaks and time-off,3,2022-1-2 00:00:00,2020-04-15 00:00:00,4,NULL,NULL,NULL,NULL,NULL
577,2020-04-15 00:00:00,1874,Jessica Lee,Printer not connecting to the network,1,Engineering,Clear cache and run a disk cleanup utility,5,NULL,2020-04-15 00:00:00,5,NULL,NULL,NULL,NULL,NULL
578,2020-04-15 00:00:00,1538,James Harris,Printer not connecting to the network,1,HR,Implement an email template for quick replies,1,NULL,2020-04-15 00:00:00,3,NULL,NULL,NULL,NULL,NULL
579,2020-04-15 00:00:00,1874,Jessica Lee,Emails not syncing across devices,2,Design,Restart printer and check network settings,3,2024-3-15 00:00:00,2020-04-15 00:00:00,5,NULL,NULL,NULL,NULL,NULL
580,2020-04-15 00:00:00,1874,Jessica Lee,Difficulty accessing shared files,2,HR,Schedule a training session for all employees,5,NULL,2020-04-15 00:00:00,5,NULL,NULL,NULL,NULL,NULL
581,2020-04-15 00:00:00,1284,Sarah Davis,Computer running slow,5,Operations,Implement an email template for quick replies,5,NULL,2020-04-15 00:00:00,1,NULL,NULL,NULL,NULL,NULL
582,2020-04-15 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,2,Finance,Check backup and retrieve from last sync,1,NULL,2020-04-15 00:00:00,5,NULL,NULL,NULL,NULL,NULL
583,2020-04-16 00:00:00,1961,Michael Brown,Printer not connecting to the network,1,Finance,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2020-04-16 00:00:00,7,NULL,NULL,NULL,NULL,NULL
584,2020-04-16 00:00:00,1874,Jessica Lee,Difficulty accessing shared files,4,Engineering,Implement an email template for quick replies,4,NULL,2020-04-16 00:00:00,5,NULL,NULL,NULL,NULL,NULL
585,2020-04-16 00:00:00,1538,James Harris,Unable to access shared company drive,4,Design,Implement a clear communication plan using project management tools,5,NULL,2020-04-16 00:00:00,3,NULL,NULL,NULL,NULL,NULL
586,2020-04-17 00:00:00,1668,David Wilson,Confusion with new company software,1,QA,Monitor workloads and encourage regular breaks and time-off,1,NULL,2020-04-17 00:00:00,4,NULL,NULL,NULL,NULL,NULL
587,2020-04-17 00:00:00,1290,Emily Johnson,Emails not syncing across devices,1,Operations,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,4,NULL,2020-04-17 00:00:00,2,NULL,NULL,NULL,NULL,NULL
588,2020-04-17 00:00:00,1538,James Harris,Confusion with new company software,3,HR,Reset the password and check internet connectivity,5,NULL,2020-04-17 00:00:00,3,NULL,NULL,NULL,NULL,NULL
589,2020-04-17 00:00:00,1961,Michael Brown,Emails not syncing across devices,5,QA,Check backup and retrieve from last sync,3,2022-1-2 00:00:00,2020-04-17 00:00:00,7,NULL,NULL,NULL,NULL,NULL
590,2020-04-18 00:00:00,1874,Jessica Lee,Confusion with new company software,2,Finance,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2020-04-18 00:00:00,5,NULL,NULL,NULL,NULL,NULL
591,2020-04-18 00:00:00,1961,Michael Brown,Missing important files from project folder,5,HR,Implement an email template for quick replies,2,NULL,2020-04-18 00:00:00,7,NULL,NULL,NULL,NULL,NULL
592,2020-04-18 00:00:00,1917,John Smith,Missing important files from project folder,4,Design,Automate data entry using a workflow management tool,1,NULL,2020-04-18 00:00:00,6,NULL,NULL,NULL,NULL,NULL
593,2020-04-18 00:00:00,1290,Emily Johnson,Confusion with new company software,3,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2020-04-18 00:00:00,2,NULL,NULL,NULL,NULL,NULL
594,2020-04-18 00:00:00,1961,Michael Brown,Unable to access shared company drive,5,Finance,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2020-04-18 00:00:00,7,NULL,NULL,NULL,NULL,NULL
595,2020-04-19 00:00:00,1668,David Wilson,Emails not syncing across devices,1,QA,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2020-04-19 00:00:00,4,NULL,NULL,NULL,NULL,NULL
596,2020-04-19 00:00:00,1668,David Wilson,Unable to access shared company drive,1,Finance,Implement an email template for quick replies,1,NULL,2020-04-19 00:00:00,4,NULL,NULL,NULL,NULL,NULL
597,2020-04-19 00:00:00,1961,Michael Brown,Difficulty accessing shared files,3,Finance,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2020-04-19 00:00:00,7,NULL,NULL,NULL,NULL,NULL
598,2020-04-19 00:00:00,1290,Emily Johnson,Manual data entry errors,4,Engineering,Schedule a training session for all employees,2,NULL,2020-04-19 00:00:00,2,NULL,NULL,NULL,NULL,NULL
599,2020-04-19 00:00:00,1668,David Wilson,Printer not connecting to the network,2,Engineering,Monitor workloads and encourage regular breaks and time-off,3,2020-9-9 00:00:00,2020-04-19 00:00:00,4,NULL,NULL,NULL,NULL,NULL
600,2020-04-20 00:00:00,1668,David Wilson,Missing important files from project folder,2,QA,Monitor workloads and encourage regular breaks and time-off,4,NULL,2020-04-20 00:00:00,4,NULL,NULL,NULL,NULL,NULL
601,2020-04-20 00:00:00,1961,Michael Brown,Missing important files from project folder,5,QA,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-04-20 00:00:00,7,NULL,NULL,NULL,NULL,NULL
602,2020-04-20 00:00:00,1874,Jessica Lee,Employee burnout from overwork,4,HR,Implement a clear communication plan using project management tools,4,NULL,2020-04-20 00:00:00,5,NULL,NULL,NULL,NULL,NULL
603,2020-04-20 00:00:00,1284,Sarah Davis,Printer not connecting to the network,3,Engineering,Restart the system and check network settings,2,NULL,2020-04-20 00:00:00,1,NULL,NULL,NULL,NULL,NULL
604,2020-04-20 00:00:00,1538,James Harris,Team communication is unclear,1,Finance,Reconfigure email settings and ensure synchronization is enabled,2,NULL,2020-04-20 00:00:00,3,NULL,NULL,NULL,NULL,NULL
605,2020-04-21 00:00:00,1668,David Wilson,Cannot log into company CRM system,4,Operations,Implement an email template for quick replies,1,NULL,2020-04-21 00:00:00,4,NULL,NULL,NULL,NULL,NULL
606,2020-04-21 00:00:00,1668,David Wilson,Missed deadline due to lack of resources,5,QA,Assign more staff to handle customer service during peak hours,4,NULL,2020-04-21 00:00:00,4,NULL,NULL,NULL,NULL,NULL
607,2020-04-21 00:00:00,1538,James Harris,Confusion with new company software,5,QA,Schedule a training session for all employees,2,NULL,2020-04-21 00:00:00,3,NULL,NULL,NULL,NULL,NULL
608,2020-04-21 00:00:00,1538,James Harris,Missing important files from project folder,5,QA,Assign more staff to handle customer service during peak hours,5,NULL,2020-04-21 00:00:00,3,NULL,NULL,NULL,NULL,NULL
609,2020-04-21 00:00:00,1874,Jessica Lee,Computer running slow,2,Finance,Automate data entry using a workflow management tool,4,NULL,2020-04-21 00:00:00,5,NULL,NULL,NULL,NULL,NULL
610,2020-04-22 00:00:00,1290,Emily Johnson,Employee absence without notice,5,Engineering,Check backup and retrieve from last sync,2,NULL,2020-04-22 00:00:00,2,NULL,NULL,NULL,NULL,NULL
611,2020-04-22 00:00:00,1874,Jessica Lee,Printer not connecting to the network,1,Operations,Schedule a training session for all employees,3,2024-1-15 00:00:00,2020-04-22 00:00:00,5,NULL,NULL,NULL,NULL,NULL
612,2020-04-22 00:00:00,1284,Sarah Davis,Difficulty accessing shared files,2,Operations,Schedule a training session for all employees,5,NULL,2020-04-22 00:00:00,1,NULL,NULL,NULL,NULL,NULL
613,2020-04-22 00:00:00,1538,James Harris,Missing important files from project folder,5,Operations,Clear cache and run a disk cleanup utility,2,NULL,2020-04-22 00:00:00,3,NULL,NULL,NULL,NULL,NULL
614,2020-04-23 00:00:00,1961,Michael Brown,Team communication is unclear,4,Engineering,Monitor workloads and encourage regular breaks and time-off,4,NULL,2020-04-23 00:00:00,7,NULL,NULL,NULL,NULL,NULL
615,2020-04-23 00:00:00,1538,James Harris,Customer service queries piling up,3,HR,Restart printer and check network settings,3,2021-5-9 00:00:00,2020-04-23 00:00:00,3,NULL,NULL,NULL,NULL,NULL
616,2020-04-23 00:00:00,1961,Michael Brown,Missing important files from project folder,4,Design,Request additional resources from the project manager and adjust the timeline,1,NULL,2020-04-23 00:00:00,7,NULL,NULL,NULL,NULL,NULL
617,2020-04-23 00:00:00,1290,Emily Johnson,Employee absence without notice,2,Engineering,Request additional resources from the project manager and adjust the timeline,5,NULL,2020-04-23 00:00:00,2,NULL,NULL,NULL,NULL,NULL
618,2020-04-23 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,4,QA,Implement an email template for quick replies,3,2022-6-20 00:00:00,2020-04-23 00:00:00,7,NULL,NULL,NULL,NULL,NULL
619,2020-04-23 00:00:00,1284,Sarah Davis,Printer not connecting to the network,2,QA,Automate data entry using a workflow management tool,2,NULL,2020-04-23 00:00:00,1,NULL,NULL,NULL,NULL,NULL
620,2020-04-23 00:00:00,1874,Jessica Lee,Emails not syncing across devices,2,Finance,Monitor workloads and encourage regular breaks and time-off,1,NULL,2020-04-23 00:00:00,5,NULL,NULL,NULL,NULL,NULL
621,2020-04-23 00:00:00,1668,David Wilson,Manual data entry errors,5,Engineering,Schedule a training session for all employees,2,NULL,2020-04-23 00:00:00,4,NULL,NULL,NULL,NULL,NULL
622,2020-04-24 00:00:00,1290,Emily Johnson,Team communication is unclear,2,Engineering,Monitor workloads and encourage regular breaks and time-off,2,NULL,2020-04-24 00:00:00,2,NULL,NULL,NULL,NULL,NULL
623,2020-04-24 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,2,QA,Reset the password and check internet connectivity,2,NULL,2020-04-24 00:00:00,2,NULL,NULL,NULL,NULL,NULL
624,2020-04-25 00:00:00,1874,Jessica Lee,Computer running slow,5,Design,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2020-04-25 00:00:00,5,NULL,NULL,NULL,NULL,NULL
625,2020-04-25 00:00:00,1284,Sarah Davis,Lack of collaboration on shared projects,1,QA,Check backup and retrieve from last sync,1,NULL,2020-04-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
626,2020-04-25 00:00:00,1874,Jessica Lee,Cannot log into company CRM system,5,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,3,2024-9-14 00:00:00,2020-04-25 00:00:00,5,NULL,NULL,NULL,NULL,NULL
627,2020-04-25 00:00:00,1961,Michael Brown,Confusion with new company software,3,HR,Implement an email template for quick replies,3,2022-1-6 00:00:00,2020-04-25 00:00:00,7,NULL,NULL,NULL,NULL,NULL
628,2020-04-25 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,2,QA,Implement a clear communication plan using project management tools,1,NULL,2020-04-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
629,2020-04-25 00:00:00,1917,John Smith,Slow response times for customer emails,5,Finance,Reconfigure email settings and ensure synchronization is enabled,3,2024-9-12 00:00:00,2020-04-25 00:00:00,6,NULL,NULL,NULL,NULL,NULL
630,2020-04-25 00:00:00,1917,John Smith,Customer service queries piling up,4,HR,Schedule a training session for all employees,5,NULL,2020-04-25 00:00:00,6,NULL,NULL,NULL,NULL,NULL
631,2020-04-25 00:00:00,1917,John Smith,Missed deadline due to lack of resources,2,Operations,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,5,NULL,2020-04-25 00:00:00,6,NULL,NULL,NULL,NULL,NULL
632,2020-04-25 00:00:00,1284,Sarah Davis,Team communication is unclear,4,QA,Implement an email template for quick replies,4,NULL,2020-04-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
633,2020-04-25 00:00:00,1961,Michael Brown,Computer running slow,3,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,4,NULL,2020-04-25 00:00:00,7,NULL,NULL,NULL,NULL,NULL
634,2020-04-26 00:00:00,1290,Emily Johnson,Computer running slow,5,Operations,Implement an email template for quick replies,3,2024-11-7 00:00:00,2020-04-26 00:00:00,2,NULL,NULL,NULL,NULL,NULL
635,2020-04-26 00:00:00,1668,David Wilson,Missing important files from project folder,4,Finance,Automate data entry using a workflow management tool,5,NULL,2020-04-26 00:00:00,4,NULL,NULL,NULL,NULL,NULL
636,2020-04-26 00:00:00,1284,Sarah Davis,Slow response times for customer emails,4,HR,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,1,NULL,2020-04-26 00:00:00,1,NULL,NULL,NULL,NULL,NULL
637,2020-04-26 00:00:00,1917,John Smith,Unable to access shared company drive,1,Finance,Request additional resources from the project manager and adjust the timeline,2,NULL,2020-04-26 00:00:00,6,NULL,NULL,NULL,NULL,NULL
638,2020-04-26 00:00:00,1917,John Smith,Difficulty accessing shared files,3,Engineering,Monitor workloads and encourage regular breaks and time-off,1,NULL,2020-04-26 00:00:00,6,NULL,NULL,NULL,NULL,NULL
639,2020-04-26 00:00:00,1538,James Harris,Printer not connecting to the network,1,Engineering,Clear cache and run a disk cleanup utility,5,NULL,2020-04-26 00:00:00,3,NULL,NULL,NULL,NULL,NULL
640,2020-04-26 00:00:00,1290,Emily Johnson,Emails not syncing across devices,2,QA,Reset the password and check internet connectivity,3,2022-12-2 00:00:00,2020-04-26 00:00:00,2,NULL,NULL,NULL,NULL,NULL
641,2020-04-26 00:00:00,1290,Emily Johnson,Computer running slow,1,HR,Schedule a training session for all employees,4,NULL,2020-04-26 00:00:00,2,NULL,NULL,NULL,NULL,NULL
642,2020-04-26 00:00:00,1874,Jessica Lee,Customer service queries piling up,2,Engineering,Schedule a training session for all employees,2,NULL,2020-04-26 00:00:00,5,NULL,NULL,NULL,NULL,NULL
643,2020-04-26 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,3,Finance,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2020-04-26 00:00:00,2,NULL,NULL,NULL,NULL,NULL
644,2020-04-26 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,3,Design,Monitor workloads and encourage regular breaks and time-off,1,NULL,2020-04-26 00:00:00,2,NULL,NULL,NULL,NULL,NULL
645,2020-04-26 00:00:00,1961,Michael Brown,Confusion with new company software,1,Engineering,Monitor workloads and encourage regular breaks and time-off,3,2020-8-11 00:00:00,2020-04-26 00:00:00,7,NULL,NULL,NULL,NULL,NULL
646,2020-04-26 00:00:00,1284,Sarah Davis,Lack of collaboration on shared projects,4,Operations,Check permissions on the shared folder and ensure everyone has the correct access,1,NULL,2020-04-26 00:00:00,1,NULL,NULL,NULL,NULL,NULL
647,2020-04-27 00:00:00,1668,David Wilson,Emails not syncing across devices,4,Operations,Check backup and retrieve from last sync,4,NULL,2020-04-27 00:00:00,4,NULL,NULL,NULL,NULL,NULL
648,2020-04-27 00:00:00,1538,James Harris,Lack of collaboration on shared projects,4,Operations,Restart printer and check network settings,2,NULL,2020-04-27 00:00:00,3,NULL,NULL,NULL,NULL,NULL
649,2020-04-27 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,1,Operations,Assign more staff to handle customer service during peak hours,5,NULL,2020-04-27 00:00:00,2,NULL,NULL,NULL,NULL,NULL
650,2020-04-27 00:00:00,1961,Michael Brown,Difficulty accessing shared files,3,Design,Monitor workloads and encourage regular breaks and time-off,2,NULL,2020-04-27 00:00:00,7,NULL,NULL,NULL,NULL,NULL
651,2020-04-27 00:00:00,1290,Emily Johnson,Slow response times for customer emails,2,Operations,Schedule a training session for all employees,4,NULL,2020-04-27 00:00:00,2,NULL,NULL,NULL,NULL,NULL
652,2020-04-27 00:00:00,1284,Sarah Davis,Employee absence without notice,2,QA,Implement an email template for quick replies,1,NULL,2020-04-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
653,2020-04-27 00:00:00,1284,Sarah Davis,Employee burnout from overwork,5,Engineering,Restart the system and check network settings,3,2022-2-14 00:00:00,2020-04-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
654,2020-04-27 00:00:00,1290,Emily Johnson,Missed deadline due to lack of resources,4,QA,Check backup and retrieve from last sync,4,NULL,2020-04-27 00:00:00,2,NULL,NULL,NULL,NULL,NULL
655,2020-04-28 00:00:00,1290,Emily Johnson,Employee absence without notice,1,HR,Restart printer and check network settings,1,NULL,2020-04-28 00:00:00,2,NULL,NULL,NULL,NULL,NULL
656,2020-04-28 00:00:00,1917,John Smith,Employee absence without notice,5,Design,Monitor workloads and encourage regular breaks and time-off,5,NULL,2020-04-28 00:00:00,6,NULL,NULL,NULL,NULL,NULL
657,2020-04-28 00:00:00,1538,James Harris,Slow response times for customer emails,2,Engineering,Request additional resources from the project manager and adjust the timeline,5,NULL,2020-04-28 00:00:00,3,NULL,NULL,NULL,NULL,NULL
658,2020-05-01 00:00:00,1874,Jessica Lee,Confusion with new company software,1,Operations,Restart the system and check network settings,1,NULL,2020-05-01 00:00:00,5,NULL,NULL,NULL,NULL,NULL
659,2020-05-01 00:00:00,1917,John Smith,Manual data entry errors,2,Operations,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2020-05-01 00:00:00,6,NULL,NULL,NULL,NULL,NULL
660,2020-05-01 00:00:00,1917,John Smith,Missed deadline due to lack of resources,2,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,1,NULL,2020-05-01 00:00:00,6,NULL,NULL,NULL,NULL,NULL
661,2020-05-01 00:00:00,1668,David Wilson,Unable to access shared company drive,5,QA,Schedule a training session for all employees,5,NULL,2020-05-01 00:00:00,4,NULL,NULL,NULL,NULL,NULL
662,2020-05-01 00:00:00,1874,Jessica Lee,Employee burnout from overwork,5,Design,Implement an email template for quick replies,2,NULL,2020-05-01 00:00:00,5,NULL,NULL,NULL,NULL,NULL
